lead_id,user_id,deal_id,lead_source,campaign_name,utm_medium,lead_cost,lead_status,created_at,converted_at,SDR,industry,year
1572,eeb22f3f-78c9-4d52-88c3-2e47e0a19a8e,,Google Ads,Spring Drip Campaign,social,363.0821354427485,qualified,2025-05-05 17:48:36.623309,,Ken,Data Analytics,2025
1573,46b65ea7-26c6-40d6-94cf-0a91acb2ed0a,,Webinar,SEO Blog,referral,598.1078845417219,converted,2024-11-12 17:48:36.623309,2024-12-25 06:57:29.623309,Tori,Managed IT Services,2024
1574,08192b2c-c6d9-40ee-814d-f7934a2a3546,,Webinar,Spring Drip Campaign,referral,573.396844547786,qualified,2024-09-05 17:48:36.623309,,Tori,Cloud Computing,2024
1575,cf37e89a-1fb5-4eb3-95ac-f5c3ed2a83f4,6b5a8c22-c31e-408e-bd4f-385b4bb10416,Referral,Product Launch,email,268.8772467809073,contacted,2024-12-15 17:48:36.623309,,Tori,Data Analytics,2024
1576,f143cf1d-ef82-43d8-9438-ffe223f36665,,Email,Q2 Retargeting,social,348.9998829082715,contacted,2024-02-23 17:48:36.623309,,Tori,DevOps,2024
1577,6f4a8142-d2dc-48dc-bc59-6c9aca63e310,4df3f15b-32b0-4baa-bf48-14d58143c229,Organic,Spring Drip Campaign,paid_search,330.4058268414723,qualified,2023-03-22 17:48:36.623309,,Tori,AI & Machine Learning,2023
1578,6ca3759e-814b-4f01-9a7e-f5afa1d64438,,LinkedIn,SEO Blog,organic,304.7663607423265,contacted,2025-08-11 17:48:36.623309,,Tori,Cybersecurity,2025
1579,13b25acd-ba12-409e-a632-718b1ddb07db,ff045528-f5d9-46b8-8f04-406db1c89182,Webinar,SEO Blog,organic,596.1141751143936,new,2022-11-17 17:48:36.623309,,Tori,IT Consulting,2022
1580,e8e0239a-c80a-4c87-87ed-51af03348561,,Facebook Ads,Spring Drip Campaign,referral,382.8706529345516,new,2025-05-31 17:48:36.623309,,Tori,SaaS,2025
1581,90bd0d97-f32e-4651-9655-d29e6b0936f9,,Email,Q2 Retargeting,referral,220.6952307692628,qualified,2023-08-13 17:48:36.623309,,Tori,IT Consulting,2023
1582,2fb493e2-936a-4a5b-970b-8a7ff1b50914,258f6d16-cb1b-4b70-a3cb-f41aa17637ac,Webinar,Q1 Paid Search,email,542.970408826379,contacted,2023-04-24 17:48:36.623309,,Tori,Cloud Computing,2023
1583,ca593397-c37f-471c-9b19-c4bc8cfa3316,98a881f5-8604-4c37-84ee-73f88e9342aa,Facebook Ads,Q1 Paid Search,email,414.4753645158997,qualified,2025-05-16 17:48:36.623309,,Barbie,DevOps,2025
1584,6681992a-b1b0-4754-8fc0-ef68a452fe4e,,Webinar,Spring Drip Campaign,social,611.9358809026193,new,2024-11-17 17:48:36.623309,,Ken,SaaS,2024
1585,b909ec92-debf-4ac7-868c-ab9153ecc868,64715970-0a0d-4953-b1d5-5dc1a2ee6da7,Webinar,Customer Referral,referral,509.6227779752096,qualified,2024-03-11 17:48:36.623309,,Midge,Software Development,2024
1586,5bd915ab-ae91-4f84-93a4-a93a2d80dfdb,93e0509b-3f1e-4d20-85fa-03d945262013,Webinar,Product Launch,email,684.8959166637342,new,2023-03-26 17:48:36.623309,,Ken,Cloud Computing,2023
1587,752c909e-5280-4915-b2e5-a3a8ccda524a,,Google Ads,Product Launch,paid_search,285.72997015826303,qualified,2024-05-21 17:48:36.623309,,Midge,Networking Solutions,2024
1588,ea8126db-0a4d-4b72-a1a6-140c19d317a5,a23a79cf-3f28-4ac9-94fc-e2a78c3b8be5,Webinar,Spring Drip Campaign,email,584.2519165166719,qualified,2024-07-16 17:48:36.623309,,Tori,SaaS,2024
1589,25923fd4-d6d0-4d46-ad33-12f8206d0c9f,,Email,Product Launch,paid_search,289.89198473108576,new,2024-06-07 17:48:36.623309,,Tori,SaaS,2024
1590,a12733a8-eaae-40f0-b97a-2b6c86f61c63,,Email,SEO Blog,email,304.0680819365361,new,2025-02-27 17:48:36.623309,,Midge,Cybersecurity,2025
1591,0bfdb015-6bf1-45db-bc11-f9b4030ba39d,438b3f9d-3cab-4b7e-bfde-0e0b114afe8b,Organic,Q2 Retargeting,social,340.5845016794896,new,2024-05-11 17:48:36.623309,,Tori,Cybersecurity,2024
1592,15aef130-2c20-4ea5-852a-e92d67336208,83a384ed-9687-4d2e-ac8e-36435a0364ae,Email,Summer Webinar,paid_search,298.4410835580364,qualified,2023-04-30 17:48:36.623309,,Barbie,Networking Solutions,2023
1593,a5b5e9da-b89e-45d0-827c-d9a33dcd71db,,Facebook Ads,Q2 Retargeting,paid_search,320.4411927639091,new,2024-04-10 17:48:36.623309,,Midge,Managed IT Services,2024
1594,a87d0949-c0c5-44ed-a5d4-db7c37aaa51d,,Google Ads,Summer Webinar,paid_search,368.85109804303937,contacted,2022-11-19 17:48:36.623309,,Barbie,Cybersecurity,2022
1595,708b3ba7-0d82-4211-a396-ecf98dedaef3,,Referral,SEO Blog,referral,352.8947116258255,contacted,2025-09-18 17:48:36.623309,,Midge,Cloud Computing,2025
1596,bc9f92a6-7b54-40f5-8d33-f389efdcb343,9ed0ecb1-1caa-497e-ae1c-917112fe6119,Google Ads,SEO Blog,organic,295.6875342660573,contacted,2025-09-29 17:48:36.623309,,Midge,Cloud Computing,2025
1597,6b628ef0-0230-4402-94fe-755bf52bbc67,,Organic,Customer Referral,organic,357.39599329459907,new,2024-06-27 17:48:36.623309,,Barbie,SaaS,2024
1598,bdd74e60-fdc3-4652-b14e-9efc862bf095,2141d46e-c2dc-4393-a883-016925c38d51,Webinar,Holiday Promo,referral,474.88571537156304,new,2023-06-16 17:48:36.623309,,Jake,Networking Solutions,2023
1599,93e4ef16-4170-4668-a0a0-c0ff3004d7d7,dfc7a41f-29ae-4ff1-a8e8-dc18c5c1f7a3,Google Ads,Q2 Retargeting,email,298.1442869058645,contacted,2024-05-29 17:48:36.623309,,Ken,Data Analytics,2024
1600,14ac34cb-0d51-453f-bb33-a01e302ed067,8796182a-0d24-45a7-9f4d-36a1992f1a7d,LinkedIn,Q1 Paid Search,email,380.8728152279054,new,2025-01-16 17:48:36.623309,,Midge,Cloud Computing,2025
1601,eb581275-2487-4cf6-ad74-09eb6a89c006,,Webinar,Q2 Retargeting,organic,566.7283708627364,new,2023-04-14 17:48:36.623309,,Jake,Cybersecurity,2023
1602,04779d97-0998-46c4-b917-235ce2f85be3,,Referral,Customer Referral,paid_search,339.9052781862911,new,2025-07-29 17:48:36.623309,,Jake,Software Development,2025
1603,d7e9d5c2-faae-46eb-91af-1498da04025e,,LinkedIn,Q1 Paid Search,social,276.7372111768364,new,2024-08-10 17:48:36.623309,,Barbie,Data Analytics,2024
1604,b44fb4c5-8a07-4196-8a72-a9e72cec8a48,,Organic,Product Launch,paid_search,367.4956758014116,qualified,2024-12-25 17:48:36.623309,,Midge,Managed IT Services,2024
1605,f84f24bf-d06c-4d15-bd49-97d9e3ea31c1,,Organic,Holiday Promo,paid_search,421.3534458918071,contacted,2024-03-16 17:48:36.623309,,Barbie,Networking Solutions,2024
1606,5be27715-4f12-4816-b7b7-dc57f3839de2,917cd5d4-bd09-4428-aa2e-8869a1ebca55,Email,SEO Blog,paid_search,348.3967399087785,qualified,2025-05-11 17:48:36.623309,,Barbie,DevOps,2025
1607,550bb4f7-e650-4b2c-b940-82a7b19b9174,,Referral,SEO Blog,referral,352.6866142516492,qualified,2025-06-28 17:48:36.623309,,Jake,IT Consulting,2025
1608,cc1b1a45-63bf-49dd-925b-ac224e956fb6,,LinkedIn,Q2 Retargeting,paid_search,357.4840844300988,new,2025-08-20 17:48:36.623309,,Ken,Networking Solutions,2025
1609,531cc3d3-139d-4fb8-b60c-1bb7ab3e2ae5,,Facebook Ads,Spring Drip Campaign,paid_search,229.0724273627401,new,2024-01-07 17:48:36.623309,,Barbie,Cybersecurity,2024
1610,c9305f56-bd23-4181-8a27-d9b557c20385,f07caf14-0d4b-426d-8ad0-cb4068e17dc2,Webinar,Q2 Retargeting,email,468.45197750888497,new,2023-06-22 17:48:36.623309,,Ken,AI & Machine Learning,2023
1611,2a796931-0ec2-4ba1-8e0b-79621e644ce5,,Webinar,Customer Referral,organic,667.4430778140787,new,2024-12-24 17:48:36.623309,,Midge,SaaS,2024
1612,51dbd9aa-6e2d-4e2a-8c6c-18e47a7930a7,24a8e6a7-79a6-4a52-88ba-ecf4fdebc4b0,Organic,Customer Referral,email,352.838674829949,new,2024-12-13 17:48:36.623309,,Jake,Networking Solutions,2024
1613,9d0b05a5-af79-4a01-83e1-63847ec61389,7d5ca6e2-f40f-41d6-a66b-f349febbbaa3,Organic,Spring Drip Campaign,referral,246.97209780504576,new,2023-12-31 17:48:36.623309,,Ken,IT Consulting,2023
1614,a1391d47-2076-4cab-aab7-3e4bb5b0dfd5,,Referral,Holiday Promo,social,381.8604395037878,qualified,2024-04-03 17:48:36.623309,,Barbie,IT Consulting,2024
1615,14b619d5-3540-44a9-ae40-2ca365f83597,d71da581-2252-4927-a783-59c9b0d9e3fc,Organic,Product Launch,social,332.43063612022826,new,2024-12-27 17:48:36.623309,,Midge,Cloud Computing,2024
1616,a66716a4-da9c-45ed-9848-ce845330171b,,Organic,Product Launch,paid_search,310.63643104080444,qualified,2023-11-23 17:48:36.623309,,Midge,Cybersecurity,2023
1617,1996c704-5650-4ee7-a8ef-f84ada5065fc,,Email,Customer Referral,social,291.81847411145,qualified,2023-01-20 17:48:36.623309,,Tori,DevOps,2023
1618,24dd86a8-e857-44a8-afd9-feafff50636f,,Referral,Product Launch,organic,317.63124384710216,contacted,2024-02-16 17:48:36.623309,,Tori,Networking Solutions,2024
1619,97fb04af-fb7e-4509-b92c-7586bff1e3d3,0e68ab2c-4293-40d5-82c7-76dc167fc7c0,Email,Spring Drip Campaign,social,318.4853742163125,qualified,2025-06-08 17:48:36.623309,,Midge,Data Analytics,2025
1620,77eec03d-c01d-48c6-b0c9-8f06e1e19c67,,Organic,Holiday Promo,email,401.6865022150972,qualified,2022-11-17 17:48:36.623309,,Jake,SaaS,2022
1621,b91d9490-8dfd-45f3-8939-22403ddf3422,fdb274c1-e13c-4bc6-ab6a-146445a5bdd0,Facebook Ads,SEO Blog,organic,265.06072052351834,new,2022-11-13 17:48:36.623309,,Jake,IT Consulting,2022
1622,29deb9b0-87f1-4ac4-b5af-1bbd49f22e12,96baa07b-5911-4cc6-b667-e150fa283d44,Webinar,Q2 Retargeting,social,710.0243336331691,new,2023-01-06 17:48:36.623309,,Midge,SaaS,2023
1623,82818b9a-67df-4af8-9919-c821cfbfa434,,Webinar,Product Launch,social,570.4474095853815,qualified,2023-01-20 17:48:36.623309,,Midge,Data Analytics,2023
1624,83854705-43e7-4540-bb47-ff23c4ad6848,a9393052-a6bb-40f6-b8b0-de42d9ca6ebd,Webinar,Product Launch,social,538.1366259640513,converted,2023-07-08 17:48:36.623309,2023-08-27 18:45:52.623309,Midge,Cybersecurity,2023
1625,9c44e6ab-a131-4b79-8a1c-840f13cbed14,4c4277f7-29c3-4f0b-b235-c6909984748e,Email,Customer Referral,referral,286.32181589032075,new,2024-09-05 17:48:36.623309,,Midge,SaaS,2024
1626,6354c85b-d269-4a0c-ae35-5d5d39e54ae6,,Google Ads,Summer Webinar,organic,220.06783467656388,qualified,2024-06-20 17:48:36.623309,,Midge,Cloud Computing,2024
1627,e0eee85d-9976-4d94-b1b5-ed8dfb3a9323,cace379d-9518-49d3-a854-8e7a1cf1b4d2,Webinar,Spring Drip Campaign,email,545.2218042069229,new,2024-05-05 17:48:36.623309,,Jake,Managed IT Services,2024
1628,1e974eb6-0f78-4516-b12a-abace18562b2,ccbb51c1-d0a2-4f52-868f-bf05384d79c0,Google Ads,Summer Webinar,referral,440.1838014870758,contacted,2025-04-25 17:48:36.623309,,Barbie,Data Analytics,2025
1629,bd0416ee-ebc9-49ce-87f3-582bfbfb529a,,Google Ads,Q1 Paid Search,organic,425.3802782662041,new,2024-12-02 17:48:36.623309,,Midge,Managed IT Services,2024
1630,f25ffb76-dbef-40c0-9299-f9650525f9a9,,Facebook Ads,Q1 Paid Search,organic,404.77609926899873,new,2025-04-01 17:48:36.623309,,Ken,AI & Machine Learning,2025
1631,57c21f05-525e-44ef-846c-fa526e28547f,,Organic,Spring Drip Campaign,paid_search,254.4809718457832,contacted,2022-12-19 17:48:36.623309,,Jake,AI & Machine Learning,2022
1632,a0f1c515-10d9-4a8e-a7b2-24d77ae97e08,,Referral,Summer Webinar,paid_search,424.26552610476926,converted,2022-12-29 17:48:36.623309,2023-01-28 14:26:46.623309,Jake,Software Development,2022
1633,41b32765-6ced-49f9-bfe5-11f79eafa7ab,89e2fa74-5061-4942-b8fc-9b39b2c6b611,Google Ads,Summer Webinar,social,322.450581145234,contacted,2025-05-29 17:48:36.623309,,Ken,Cloud Computing,2025
1634,0737a591-b065-4cd4-ba62-ae932767a3b3,14a8a5d2-d876-4bdc-9ad6-9705bbcc3f21,Facebook Ads,Spring Drip Campaign,paid_search,186.2215223061825,qualified,2024-02-27 17:48:36.623309,,Barbie,IT Consulting,2024
1635,9b40a84b-c30d-4827-a4d2-0f1a7222dd28,,Organic,Product Launch,referral,325.95518604790755,qualified,2023-03-16 17:48:36.623309,,Ken,Managed IT Services,2023
1636,1d355ef7-35ce-4ce4-a1fd-5dde1d14e9f4,,Webinar,Q2 Retargeting,referral,475.4517894491422,contacted,2023-11-21 17:48:36.623309,,Barbie,Networking Solutions,2023
1637,1312c03d-2e37-4e74-86aa-17dda34aa1d2,abd33fb6-9a2d-4d08-9530-24e455be4c7d,LinkedIn,Holiday Promo,email,347.8675881016529,new,2022-11-03 17:48:36.623309,,Ken,Data Analytics,2022
1638,7c1cc54b-8ce1-447d-b890-e93e9778e565,,Facebook Ads,Customer Referral,paid_search,310.686236009094,new,2025-04-09 17:48:36.623309,,Midge,Cybersecurity,2025
1639,112c7c86-57c3-4a0d-a964-56d5cd7c9b0e,,Webinar,Q1 Paid Search,referral,560.4918637985126,new,2024-08-09 17:48:36.623309,,Ken,Data Analytics,2024
1640,86388f45-80e0-4039-82a5-96654bb6d2bb,,Organic,Summer Webinar,email,234.60245212849435,new,2022-11-20 17:48:36.623309,,Tori,Networking Solutions,2022
1641,f38179a6-49cb-4257-9337-2196623bb84e,7d1a436d-6b69-46e0-9465-f4313b5f2a4a,Google Ads,Summer Webinar,social,278.6277463127113,qualified,2023-01-29 17:48:36.623309,,Ken,Software Development,2023
1642,87f2b915-7784-4a90-b4a6-fe003d0cdf65,4e5275d6-ec9c-4398-9c89-1ccbe5ce4a40,Google Ads,Customer Referral,referral,298.3292883873523,new,2025-02-23 17:48:36.623309,,Tori,Data Analytics,2025
1643,4d331d5c-71dc-49f8-a7c2-a9ea14ed4add,acd58f75-e425-4837-8dff-7182ac8d592f,Organic,Product Launch,organic,319.1776044366609,contacted,2025-03-24 17:48:36.623309,,Midge,Software Development,2025
1644,6c688e0f-8389-474b-823b-297223c5d7b6,,Google Ads,SEO Blog,organic,177.63610247616734,qualified,2024-01-08 17:48:36.623309,,Barbie,Software Development,2024
1645,87a6b473-a53a-45f3-b93c-4e2f8e13ed96,ccd65e30-640e-42c1-a32e-c2444391dd3a,Webinar,Customer Referral,email,463.35845403848975,qualified,2024-08-29 17:48:36.623309,,Barbie,Software Development,2024
1646,2021d4a2-4c1c-41b8-b5e5-b6815df2ec89,,Organic,Q1 Paid Search,referral,311.4395291882541,qualified,2023-06-13 17:48:36.623309,,Tori,AI & Machine Learning,2023
1647,f2a7c34c-ddd2-49db-b25c-58b348685001,ecb7e4e7-148e-4da8-bb26-285b9910b9f9,Referral,Spring Drip Campaign,paid_search,352.3234045522069,qualified,2025-02-05 17:48:36.623309,,Tori,Networking Solutions,2025
1648,783f1d12-8501-402b-ac57-2f5dc58f3f92,b6c29c30-a367-4396-9d38-360194012d76,Facebook Ads,Spring Drip Campaign,email,400.76472951238895,qualified,2025-09-07 17:48:36.623309,,Barbie,IT Consulting,2025
1649,1f71c625-f776-47da-9d40-0d7f0519a9bc,a2e78b79-88ab-4030-b0e5-25b9442e684c,Webinar,Product Launch,referral,584.6023049202797,new,2024-03-26 17:48:36.623309,,Midge,IT Consulting,2024
1650,849ff521-508c-4538-8d6a-f6447cc1ac0b,a2be3bf0-55a6-477b-b517-714b2964c70a,Organic,Q1 Paid Search,social,282.7648324820064,contacted,2023-04-12 17:48:36.623309,,Midge,DevOps,2023
1651,7b87f2bc-6711-417f-84bd-5bcf6c87cf0d,38e026a4-2fd5-4597-a6ea-281c4f207ceb,Webinar,Spring Drip Campaign,email,550.2526297655442,new,2023-09-07 17:48:36.623309,,Tori,SaaS,2023
1652,4372f930-e64e-44be-bc60-64711021a734,,Facebook Ads,SEO Blog,organic,264.9757652224052,contacted,2024-07-07 17:48:36.623309,,Jake,Software Development,2024
1653,f84e3be7-5941-4970-ae3a-5bac67bc3ca1,,LinkedIn,Customer Referral,referral,250.8145335459559,new,2022-11-21 17:48:36.623309,,Midge,Networking Solutions,2022
1654,8ef0e0e4-40cf-4060-a1ee-a7b84a34b6e3,,Facebook Ads,Spring Drip Campaign,organic,290.3181021626354,new,2024-06-10 17:48:36.623309,,Ken,Networking Solutions,2024
1655,4c4b9207-bcfd-4f60-a3f8-ad5156a6c45e,9e1c3c88-776a-4c8c-9ed2-c6a11aee2302,Facebook Ads,Q1 Paid Search,referral,339.8931779,qualified,2023-03-17 17:48:36.623309,,Jake,Software Development,2023
1656,8a70cbd5-8104-4090-91f1-639aefefb89e,6dd744d1-47bf-4a85-bcdd-a40065d89d28,Organic,Product Launch,referral,193.2709054281632,new,2025-09-16 17:48:36.623309,,Tori,Data Analytics,2025
1657,45053ae0-4a3f-422c-8e4c-6198e00957bc,294a8420-c919-4dab-a7ba-0780ffc0e25b,Email,Spring Drip Campaign,referral,246.3447812766258,qualified,2025-05-31 17:48:36.623309,,Tori,Cloud Computing,2025
1658,0af9cf55-3f85-44b1-bb2b-a866008837e7,d59eb62d-9921-449b-a447-65d7d5cbf883,Google Ads,Q1 Paid Search,social,203.5423539852887,new,2023-08-05 17:48:36.623309,,Midge,IT Consulting,2023
1659,7d8e7413-5888-43db-a24c-520786c08081,2adebf91-516a-42ee-8f92-2e579c628fa4,Organic,Q1 Paid Search,organic,274.2444398005893,disqualified,2025-03-06 17:48:36.623309,,Barbie,SaaS,2025
1660,056531f7-798d-493d-bd1d-60d534bfb143,7729ac5a-1a44-41b1-a42b-b1499e20c3a7,Webinar,Product Launch,paid_search,529.5335346681125,new,2024-07-16 17:48:36.623309,,Jake,Networking Solutions,2024
1661,7b202bfd-a65d-4f07-9f6d-399ccfa7998a,9d6a4c8f-7e2b-4619-a5d9-6c4f8e2a7b9d,LinkedIn,Q1 Paid Search,email,247.19099308944791,new,2023-05-15 17:48:36.623309,,Ken,Managed IT Services,2023
1662,3eefe1d6-d8f8-4438-9419-7425cafcc292,,LinkedIn,Q2 Retargeting,referral,367.509532971378,qualified,2023-07-17 17:48:36.623309,,Barbie,Cybersecurity,2023
1663,caf3636f-aaa2-408a-9139-506fa912f670,284469c4-e8eb-4050-8451-5761c74b6ba4,LinkedIn,SEO Blog,paid_search,223.0522827004116,new,2024-01-29 17:48:36.623309,,Barbie,Software Development,2024
1664,7a0431cd-aead-4880-a009-31151f574029,f72dd406-9395-47c8-b901-aac88e12cd49,Google Ads,Product Launch,referral,260.89228580029675,contacted,2025-10-09 17:48:36.623309,,Jake,DevOps,2025
1665,e36c7a28-d5d2-4b6c-9c09-9b1bc734b599,7f9b3c5e-2a6d-4843-9c7f-3e5a8d2b6f9c,Email,Summer Webinar,referral,313.09862875231,contacted,2024-06-24 17:48:36.623309,,Midge,Networking Solutions,2024
1666,11dd17fb-18d1-4683-88e8-d7debd2055c1,,Organic,Q1 Paid Search,social,370.6321580320312,qualified,2023-10-05 17:48:36.623309,,Ken,Cybersecurity,2023
1667,30ab9039-2ed9-4995-a565-fa919d4f479f,,Referral,Product Launch,referral,401.5349950555943,new,2023-08-17 17:48:36.623309,,Tori,Managed IT Services,2023
1668,0c897a2d-1bb9-4f18-bffb-a389aca02819,d19628c8-a68c-47bf-8484-694d00bdea4f,Organic,SEO Blog,paid_search,205.14641092803697,qualified,2025-05-06 17:48:36.623309,,Tori,Data Analytics,2025
1669,940c31ec-5b54-42cd-8de8-0521e5d2da64,,Organic,SEO Blog,organic,356.54612471142474,new,2025-10-09 17:48:36.623309,,Tori,Cloud Computing,2025
1670,c13cc1be-1fd7-466e-ace4-7b3de12721bc,,Webinar,Spring Drip Campaign,social,609.2923954887467,new,2024-07-20 17:48:36.623309,,Midge,Networking Solutions,2024
1671,8e3a2005-e41b-4942-b9a1-7e0f9eb68a51,bf4b052f-d02a-4116-bcfb-045f3de2989a,Google Ads,SEO Blog,referral,354.8671044987028,qualified,2024-10-17 17:48:36.623309,,Tori,Networking Solutions,2024
1672,c6a81011-db94-4af7-9790-80a65e4e07f8,,Referral,Summer Webinar,social,328.06559371215,qualified,2024-08-17 17:48:36.623309,,Barbie,Data Analytics,2024
1673,74e3fe7b-b4c1-41f0-9ea8-397a7c8a442e,,LinkedIn,Q2 Retargeting,social,339.4981232055144,contacted,2022-11-15 17:48:36.623309,,Midge,IT Consulting,2022
1674,3d860736-cbbd-4283-a430-79e886b2249b,,Webinar,Q2 Retargeting,referral,491.8070585720849,contacted,2023-01-12 17:48:36.623309,,Midge,Managed IT Services,2023
1675,d3956c41-403c-449b-b4b7-4262f21ef8f7,fb2f1ff1-10ff-4f66-a38e-6da0ff352e5d,Organic,Product Launch,social,393.2789622934935,qualified,2024-11-11 17:48:36.623309,,Barbie,Data Analytics,2024
1676,c96484e3-2a7e-44fd-9042-c2475b4cc2f5,ab14fc3d-5d4c-4cd2-8e7d-fd3792899a2f,Webinar,Holiday Promo,organic,560.5273364740301,new,2025-01-30 17:48:36.623309,,Midge,DevOps,2025
1677,84936989-e9f0-4d89-9b56-d3823f120530,,Organic,Q1 Paid Search,email,367.9535914079424,new,2022-11-20 17:48:36.623309,,Barbie,Managed IT Services,2022
1678,911554b0-cbb7-4440-ac74-6387f3942e8a,9d376645-99e6-43e3-b329-a829a4e12572,Organic,SEO Blog,referral,444.807109940904,contacted,2023-05-13 17:48:36.623309,,Barbie,AI & Machine Learning,2023
1679,98515690-630c-44a5-9009-36ca492f403d,42f29c44-1c4c-4ae0-981e-5a3b162d1ba4,LinkedIn,Summer Webinar,social,278.98410030312954,new,2023-01-22 17:48:36.623309,,Tori,Networking Solutions,2023
1680,80f7e9a7-f583-416b-ae47-bafb903b1996,,Email,Q2 Retargeting,paid_search,369.9302360009344,converted,2025-01-24 17:48:36.623309,2025-03-11 14:58:49.623309,Tori,SaaS,2025
1681,53c9f172-a527-483f-b9a1-3bd154ce51fe,159e6756-9547-44d1-b22d-51ccf11a6a1c,Google Ads,Spring Drip Campaign,social,382.3562595511074,qualified,2025-01-20 17:48:36.623309,,Midge,AI & Machine Learning,2025
1682,fd6c1284-4ec5-4817-8df0-609e060cee4a,,Facebook Ads,Q1 Paid Search,social,183.19188375719287,contacted,2024-10-12 17:48:36.623309,,Midge,Networking Solutions,2024
1683,3722bd37-fe6d-4e9b-b534-852115be9200,,Google Ads,Customer Referral,paid_search,255.04349911672645,new,2024-01-13 17:48:36.623309,,Jake,SaaS,2024
1684,687d2610-b54f-4e65-ae1f-3cb4a7068fcf,0921dca3-d732-4ecc-969f-807810e5608c,Facebook Ads,Summer Webinar,organic,265.84796439787704,qualified,2023-09-22 17:48:36.623309,,Barbie,Cybersecurity,2023
1685,39b47ae4-d577-4daa-8664-3ed45dc7cac2,,Email,Q1 Paid Search,email,310.2141873305274,new,2023-07-14 17:48:36.623309,,Midge,DevOps,2023
1686,c80b1e85-1240-49df-af3a-c1b511b79d4d,,Facebook Ads,Spring Drip Campaign,paid_search,312.7738871249991,disqualified,2023-03-06 17:48:36.623309,,Ken,Cloud Computing,2023
1687,5f5cafaf-0955-4d01-908c-94a7cc4829c9,,Webinar,Holiday Promo,social,516.2148287439398,new,2023-09-14 17:48:36.623309,,Tori,DevOps,2023
1688,2efe7f1c-5872-4cbb-94d2-9469f0a5f854,56dde816-c8b1-40a5-855b-a10b8dfb6c46,Referral,SEO Blog,referral,345.37556621821216,qualified,2023-05-27 17:48:36.623309,,Ken,AI & Machine Learning,2023
1689,9af19ef1-f364-4a32-9519-ead9ab08514c,ece9bb98-1ed6-4314-8abd-037218425308,Facebook Ads,Spring Drip Campaign,referral,294.256019294258,qualified,2023-12-30 17:48:36.623309,,Midge,DevOps,2023
1690,e5b81232-fc98-46a5-8829-11f76c2d238e,,Google Ads,Q1 Paid Search,organic,290.41233021718887,contacted,2023-02-03 17:48:36.623309,,Jake,Networking Solutions,2023
1691,99f512fc-be79-4d38-acc0-385d1b607158,9d63104e-5eb8-4f4c-8fb7-43800494aac2,Facebook Ads,Q1 Paid Search,email,267.4573018456909,qualified,2024-09-06 17:48:36.623309,,Jake,Software Development,2024
1692,630ef2b7-0890-4010-bee2-7b2206df2a49,45ee546b-d709-43fd-939b-b3cc3b5851dc,Facebook Ads,SEO Blog,social,344.5885886247105,new,2022-11-10 17:48:36.623309,,Tori,DevOps,2022
1693,9a561d70-7ca7-4fca-b13c-31f61996edac,34ae9a77-3e37-49b8-a8ff-8cc290155502,Organic,Holiday Promo,paid_search,273.91565569754937,new,2024-03-28 17:48:36.623309,,Midge,SaaS,2024
1694,0751e0da-2e42-4cb1-bb4f-5e68fd75f4e5,2a833767-6df2-4cf7-9f3e-4d4b7270f028,Google Ads,Holiday Promo,paid_search,300.6337476410659,new,2022-11-17 17:48:36.623309,,Jake,AI & Machine Learning,2022
1695,8e6f9875-2d18-40de-83d8-49e149f81157,,LinkedIn,Holiday Promo,paid_search,343.6063608687054,new,2024-07-03 17:48:36.623309,,Midge,SaaS,2024
1696,ab7a6c92-5b5f-4045-abd0-0dcc2b61ef3e,,Referral,Product Launch,social,371.7494642538574,new,2023-05-30 17:48:36.623309,,Tori,Networking Solutions,2023
1697,427cc76a-586d-4895-80c3-d8390e244e06,fa448a6b-78ee-4e2b-bb27-d0e9c0843728,Webinar,Q2 Retargeting,email,583.1610030139378,new,2023-10-28 17:48:36.623309,,Ken,DevOps,2023
1698,eabd64dd-25b0-444b-afc0-ed5a98b2d3cf,,Google Ads,Customer Referral,email,341.86736997637985,contacted,2023-06-27 17:48:36.623309,,Midge,Managed IT Services,2023
1699,1e974eb6-0f78-4516-b12a-abace18562b2,7f4293fd-8dae-4845-b955-aaa8d47f4972,Email,SEO Blog,referral,323.7940280445128,new,2024-07-13 17:48:36.623309,,Jake,Cybersecurity,2024
1700,eefe248a-c996-4a46-9f08-6ffbab4e5d34,9f96f779-e172-4b3f-b548-7555f4715b15,LinkedIn,Customer Referral,organic,239.15836833609143,qualified,2024-12-01 17:48:36.623309,,Barbie,Data Analytics,2024
1701,4201ad66-7cd0-4daf-9ceb-13865342cea2,,Facebook Ads,Customer Referral,organic,341.1147351793175,converted,2025-08-25 17:48:36.623309,2025-09-29 19:26:51.623309,Ken,SaaS,2025
1702,554b2bab-3e59-48f1-b388-d388d6ccd28c,,Facebook Ads,Product Launch,organic,314.0801353526602,converted,2023-06-01 17:48:36.623309,2023-06-21 23:17:34.623309,Barbie,Networking Solutions,2023
1703,02060a3c-333d-4add-a721-d2e7d5b98547,6f750b9e-d80e-4ac1-98f6-396ca59e8491,Facebook Ads,Q2 Retargeting,paid_search,296.83453955718835,qualified,2023-01-20 17:48:36.623309,,Ken,Data Analytics,2023
1704,184c2721-61cf-4264-95aa-0f5ee10a3505,,Referral,Spring Drip Campaign,paid_search,377.9917806257864,new,2024-12-22 17:48:36.623309,,Midge,IT Consulting,2024
