lead_id,user_id,continent,country_name,country_code,state_or_province_name,state_code,postal_code,latitude,longitude
1364,5fb8245b-b24e-49b0-ae01-bb4af91e1046,North America,United States,USA,Georgia,GA,31273,40.7128,-74.006
1365,eec63efd-2d7c-408b-90f8-cfa9da160744,North America,United States,USA,Florida,FL,33241,40.7128,-74.006
1366,9cd783f6-0e72-4278-8a72-b1a3d4753290,Asia,Japan,JPN,Hokkaido,01,0173924,35.6762,139.6503
1367,3014f636-94df-4fa3-b0e9-c481498d38cc,Oceania,Australia,AUS,South Australia,SA,5629,-33.8688,151.2093
1368,a596313f-7f89-4730-95fb-32ec57f02d55,Asia,Japan,JPN,Hokkaido,01,0115775,35.6762,139.6503
1369,f5c0918a-885f-4e77-bdf0-9a0f75fbe285,Asia,Japan,JPN,Hyogo,28,6125838,35.6762,139.6503
1370,a24d6823-3cd7-4caf-a850-4847af7d993c,Asia,Japan,JPN,Hyogo,28,6026616,35.6762,139.6503
1371,99c38d94-3762-4019-9ab7-f54876e9c153,North America,United States,USA,Georgia,GA,31315,40.7128,-74.006
1372,cd94861e-b891-4534-92ab-91cf66d787b3,North America,United States,USA,New York,NY,14703,40.7128,-74.006
1373,6e90edab-765c-460f-b047-ca68a6a20dde,North America,United States,USA,California,CA,98098,37.7749,-122.4194
1374,f1a39486-a89b-44b8-a1ff-ab6407e4803c,North America,United States,USA,Illinois,IL,61200,40.7128,-74.006
1375,d3a72076-455c-4bf4-a284-ae25d22f288e,Asia,Japan,JPN,Osaka,27,5271149,34.6937,135.5023
1376,7043fa84-89ea-4268-9d6e-a832a550c6b8,North America,United States,USA,Ohio,OH,43699,40.7128,-74.006
1377,a127d6d3-45a7-46ac-bfba-4fe0272679cf,Oceania,Australia,AUS,Queensland,QLD,4342,-33.8688,151.2093
1378,92849d01-bbba-4525-ac25-d04e0662a7f0,Asia,Japan,JPN,Osaka,27,5393921,34.6937,135.5023
1379,9da9fce6-8abe-423a-b08d-2e454187df89,Asia,Japan,JPN,Chiba,12,2432893,35.6762,139.6503
1380,40f8078c-0394-4a3e-9d72-2418e7769572,North America,United States,USA,Georgia,GA,30150,40.7128,-74.006
1381,1396de34-9ed7-450d-9927-d0dfafd7d394,Oceania,Australia,AUS,Western Australia,WA,6891,-33.8688,151.2093
1382,fd527112-7426-4d12-96ea-fdb8e91aaafd,North America,United States,USA,New York,NY,18508,40.7128,-74.006
1383,70b06043-f9a9-4689-894b-794eee0867a7,North America,United States,USA,California,CA,91814,37.7749,-122.4194
1384,5eb9fb04-8fd6-4154-b814-f2fb1bcca9e9,Oceania,Australia,AUS,Tasmania,TAS,7893,-33.8688,151.2093
1385,c1200812-0d80-4533-84bf-3bb09460359c,Asia,Japan,JPN,Saitama,11,3397655,35.6762,139.6503
1386,d3956c41-403c-449b-b4b7-4262f21ef8f7,North America,United States,USA,Georgia,GA,39361,40.7128,-74.006
1387,be530143-ca85-4cb7-ad82-a978c9c03dcd,North America,United States,USA,California,CA,93984,37.7749,-122.4194
1388,7d996a11-108d-4598-97f2-3df970374969,North America,United States,USA,Massachusetts,MA,06875,40.7128,-74.006
1389,c6c0d399-08ed-4ade-b2af-1ab78a4cfa66,Asia,Japan,JPN,Chiba,12,2310336,35.6762,139.6503
1390,ddf92f6f-4cac-4b6c-83ae-60e9196e15ce,Asia,Japan,JPN,Hokkaido,01,0107213,35.6762,139.6503
1391,776209e7-98c4-47a8-9bba-8976e1df5e14,North America,United States,USA,Ohio,OH,48495,40.7128,-74.006
1392,b9d2d1eb-01ba-4ce4-88a4-fd1956faf6e9,Oceania,Australia,AUS,New South Wales,NSW,2992,-33.8688,151.2093
1393,d7d228db-cd37-40de-b234-1b26cd0d25bb,Oceania,Australia,AUS,Queensland,QLD,4137,-33.8688,151.2093
1394,d0db6623-6b87-42a6-91ca-f61582f77ded,Asia,Japan,JPN,Kyoto,26,6211111,35.6762,139.6503
1395,e8399de5-dad0-47e9-83c0-562776554056,Asia,Japan,JPN,Saitama,11,3093593,35.6762,139.6503
1396,f1b77bd3-acd2-4db0-9071-1010fb8a6360,Asia,Japan,JPN,Fukuoka,40,8892265,35.6762,139.6503
1397,f7832962-5d2e-4dfd-9d6a-decaa098c7e1,Asia,Japan,JPN,Saitama,11,3057598,35.6762,139.6503
1398,ff92c629-23c6-417a-8813-bc7f00d66e7f,North America,United States,USA,Ohio,OH,42977,40.7128,-74.006
1399,1a1bacc5-44db-4b37-bd25-28fab60dba94,Asia,Japan,JPN,Fukuoka,40,8297322,35.6762,139.6503
1400,24d3ce64-d866-4296-92ca-91f695e189b1,Oceania,Australia,AUS,Northern Territory,NT,0168,-33.8688,151.2093
1401,7c02d75e-882b-4074-b580-2531aaf6ce64,North America,United States,USA,Colorado,CO,81492,40.7128,-74.006
1402,a47d3f4e-04d4-4b91-9ef5-4490fb776f58,Asia,Japan,JPN,Aichi,23,4529502,35.6762,139.6503
1403,9768dcd6-423f-4ae8-8b49-bb983ca0a490,Asia,Japan,JPN,Fukuoka,40,8612553,35.6762,139.6503
1404,24d362ce-4a0e-4a81-84bc-c0db6046b973,Asia,Japan,JPN,Aichi,23,4843190,35.6762,139.6503
1405,43e8b6bd-fe8d-4ca2-b677-798cb1788068,Asia,Japan,JPN,Osaka,27,5977327,34.6937,135.5023
1406,4d8c15b0-4594-4481-a067-ec67a1c00bc1,North America,United States,USA,Georgia,GA,35451,40.7128,-74.006
1407,79e72e63-1178-4667-8646-24b98f061dcf,Asia,Japan,JPN,Kyoto,26,6149216,35.6762,139.6503
1408,b33c9018-4c93-4f9b-a09f-63e1191534fc,Asia,Japan,JPN,Aichi,23,4780915,35.6762,139.6503
1409,50664970-d27f-4cb8-8c0f-09aff2f9ff14,North America,United States,USA,North Carolina,NC,24134,40.7128,-74.006
1410,00108c24-4a06-4e98-8c0f-a226232c22cf,Asia,Japan,JPN,Kyoto,26,6326969,35.6762,139.6503
1411,5d4d3289-d325-4b63-87cb-62419f1bcd0e,Asia,Japan,JPN,Saitama,11,3661775,35.6762,139.6503
1412,27af0055-bfde-47c4-8fb3-48f902f57605,Asia,Japan,JPN,Fukuoka,40,8708905,35.6762,139.6503
1413,0cd041b2-b025-43e4-aefa-2e9c1cfb228b,North America,United States,USA,Pennsylvania,PA,11827,40.7128,-74.006
1414,1af86bb3-e374-4e46-8c1c-7d2d545eacd4,North America,United States,USA,Georgia,GA,36434,40.7128,-74.006
1415,611a3794-6521-4b44-9539-cc08f9a85b9c,Asia,Japan,JPN,Chiba,12,2747846,35.6762,139.6503
1416,abb9d048-3594-4774-9459-a5925e35b24a,Asia,Japan,JPN,Hyogo,28,6649859,35.6762,139.6503
1417,92511f9e-b246-435b-9cd3-040a4cef1a1c,North America,United States,USA,North Carolina,NC,20760,40.7128,-74.006
1418,9664c3e1-8b93-4df4-987a-20bdc42c6a46,North America,United States,USA,Texas,TX,77740,40.7128,-74.006
1419,80331e8f-516b-4759-b375-be7d87b3646b,Asia,Japan,JPN,Kyoto,26,6510598,35.6762,139.6503
1420,83174704-d887-43ee-ab6d-3fadcd4a1481,North America,United States,USA,Illinois,IL,69150,40.7128,-74.006
1421,6d082a56-13f3-4772-8bb0-7954f669a260,Asia,Japan,JPN,Osaka,27,5008448,34.6937,135.5023
1422,1ad17690-16b4-43a8-93f1-8124794754fc,Oceania,Australia,AUS,New South Wales,NSW,2012,-33.8688,151.2093
1423,29936fbb-8d7b-4dd6-b42c-19f6378a4d7a,North America,United States,USA,Texas,TX,73325,40.7128,-74.006
1424,92c90f2d-3bd7-45c6-a7f6-46f39697727b,Asia,Japan,JPN,Saitama,11,3671440,35.6762,139.6503
1425,30b97681-948e-4e53-8609-6ed8e1a5ab49,Asia,Japan,JPN,Saitama,11,3792410,35.6762,139.6503
1426,39ca80d3-e4fb-4a6e-a8c3-e694ccb05af9,North America,United States,USA,Massachusetts,MA,03678,40.7128,-74.006
1427,0c0581c1-c30c-49a8-b85a-d7f8ccccd1de,Asia,Japan,JPN,Kyoto,26,6185731,35.6762,139.6503
1428,dde4c707-4934-4130-a3f0-8a0cf857afaf,Asia,Japan,JPN,Hokkaido,01,0426609,35.6762,139.6503
1429,24dd86a8-e857-44a8-afd9-feafff50636f,Asia,Japan,JPN,Fukuoka,40,8566121,35.6762,139.6503
1430,a0237fb8-6bef-4ffd-98e6-0375966aaa9c,North America,United States,USA,California,CA,96660,37.7749,-122.4194
1431,a042b429-0112-4f16-a8d4-fd02c3a9f353,North America,United States,USA,North Carolina,NC,21708,40.7128,-74.006
1432,761b1e69-64f3-4420-b4be-70153a4d3448,North America,United States,USA,Pennsylvania,PA,10953,40.7128,-74.006
1433,09c47279-5a49-4ab5-8929-f9c50ad814d2,Asia,Japan,JPN,Hyogo,28,6107729,35.6762,139.6503
1434,c8affe76-973e-49d1-99b2-acd95b0bd659,Asia,Japan,JPN,Kyoto,26,6189653,35.6762,139.6503
1435,82f941d3-3d7d-4f7e-9826-6b3a37f9618b,Asia,Japan,JPN,Hokkaido,01,0303490,35.6762,139.6503
1436,2c46f5f9-1858-41c1-985b-7258ce791a59,Asia,Japan,JPN,Hokkaido,01,0686186,35.6762,139.6503
1437,896de288-2510-40d9-96c3-debdb0c7e47c,Asia,Japan,JPN,Chiba,12,2971635,35.6762,139.6503
1438,b3f74100-9314-4b78-87af-bce4434b138f,North America,United States,USA,Florida,FL,31562,40.7128,-74.006
1439,53ce35cc-005a-41dd-8bcb-5488636979b9,North America,United States,USA,Illinois,IL,63251,40.7128,-74.006
1440,deae426c-e011-4708-b101-1e3e98cfcd0f,Asia,Japan,JPN,Saitama,11,3591344,35.6762,139.6503
1441,fb7474cb-9cb6-459d-9665-c16397c38eb7,North America,United States,USA,Georgia,GA,33779,40.7128,-74.006
1442,4b8e2133-6509-479a-8d0e-cdc6c725d242,Asia,Japan,JPN,Fukuoka,40,8644545,35.6762,139.6503
1443,777419f8-643a-4031-9075-a942eab62697,Oceania,Australia,AUS,Queensland,QLD,4984,-33.8688,151.2093
1444,77532928-b917-4cf6-bf25-cd7cf493abcb,North America,United States,USA,Texas,TX,73173,40.7128,-74.006
1445,e2407683-1445-4d70-a315-9eb4ea0c832a,North America,United States,USA,Texas,TX,76136,40.7128,-74.006
1446,67057d1a-b66f-4209-94dc-a9094cb643f8,Asia,Japan,JPN,Tokyo,13,1724133,35.6762,139.6503
1447,3f323e59-d3cc-4ad0-a98a-d491b7c63726,Asia,Japan,JPN,Chiba,12,2443219,35.6762,139.6503
1448,9dda615d-336c-411a-be58-9915a854ef8f,North America,United States,USA,Washington,WA,98281,40.7128,-74.006
1449,b8ba6135-cea1-4f90-8872-fce6d476b213,Asia,Japan,JPN,Tokyo,13,1649095,35.6762,139.6503
1450,4a5fedb1-5af1-4e35-949b-90e52d75c1c8,Asia,Japan,JPN,Tokyo,13,1769248,35.6762,139.6503
1451,b91150cf-99fa-42a1-a7a9-58fb68e31cd8,North America,United States,USA,Washington,WA,98283,40.7128,-74.006
1452,f7214fe0-5a7e-4546-bbb6-a96b1dc1fc27,Asia,Japan,JPN,Tokyo,13,1573229,35.6762,139.6503
1453,c642be4a-ea7f-4583-b994-7fbc9be0327d,Asia,Japan,JPN,Osaka,27,5098941,34.6937,135.5023
1454,260288a9-a44a-4e9c-9dc5-0ae459c338d5,Asia,Japan,JPN,Kyoto,26,6010919,35.6762,139.6503
1455,ed90e34f-2ab2-42f2-8c33-87ed11183b81,North America,United States,USA,New York,NY,16230,40.7128,-74.006
1456,3c287f63-e21e-4946-adc5-98cb0f75d8d8,North America,United States,USA,Washington,WA,98796,40.7128,-74.006
1457,95d9b149-d7aa-4d8f-81d7-d3d84842d5f8,Asia,Japan,JPN,Chiba,12,2486940,35.6762,139.6503
1458,3e610f7b-97be-4a0c-b599-9b053482388b,North America,United States,USA,Georgia,GA,33219,40.7128,-74.006
1459,c393520f-0201-409d-ad08-f41e0325e313,Oceania,Australia,AUS,New South Wales,NSW,2792,-33.8688,151.2093
1460,91abf0b2-5037-4dc3-b727-fb0e745bf57f,Oceania,Australia,AUS,Western Australia,WA,6072,-33.8688,151.2093
1461,c467aa45-cddd-4534-9e53-8548e14f1ee2,Asia,Japan,JPN,Aichi,23,4841730,35.6762,139.6503
1462,179875ae-4706-4e35-a6e8-2e11f952833e,North America,United States,USA,Texas,TX,79765,40.7128,-74.006
1463,f0494659-51c1-429d-a8e7-f36c48000869,Asia,Japan,JPN,Osaka,27,5782245,34.6937,135.5023
1464,9298d588-625b-4653-b96d-f0c148a47cf3,North America,United States,USA,New York,NY,14034,40.7128,-74.006
1465,b141a3b8-c025-4dbf-9454-6ce95b9a1e3f,Asia,Japan,JPN,Fukuoka,40,8015245,35.6762,139.6503
1466,81971195-79a9-4732-8e06-1f62742eebe9,North America,United States,USA,Pennsylvania,PA,16733,40.7128,-74.006
1467,3c6f9a2d-8e1b-4237-9f4c-7a3d6e9b2c5f,Asia,Japan,JPN,Kyoto,26,6560152,35.6762,139.6503
1468,d1881587-0256-4156-8952-0c59a9a5fbef,Asia,Japan,JPN,Saitama,11,3275439,35.6762,139.6503
1469,9e1a23d3-acf3-4f9b-a59c-77b67e8900c2,Asia,Japan,JPN,Osaka,27,5222820,34.6937,135.5023
1470,cd0c0d19-6fb4-43c4-8c32-288354209d2b,Asia,Japan,JPN,Saitama,11,3963993,35.6762,139.6503
1471,886970df-0a3a-4576-9552-d880f25ee6af,Asia,Japan,JPN,Fukuoka,40,8355911,35.6762,139.6503
1472,6d161767-45d7-445f-98cb-14425d22eb01,Oceania,Australia,AUS,Australian Capital Territory,ACT,2913,-33.8688,151.2093
1473,404f494a-a6c9-4b5f-b96f-e43373e8d6f6,North America,United States,USA,Illinois,IL,67846,40.7128,-74.006
1474,afeeee4c-2465-4bcf-93ae-7ab680f197e0,Oceania,Australia,AUS,Western Australia,WA,6577,-33.8688,151.2093
1475,d22c3925-aa4d-4d0a-a70a-9857e78e73dc,Asia,Japan,JPN,Osaka,27,5691856,34.6937,135.5023
1476,4331dd31-2cd4-4066-80b9-05e20c3fd043,Asia,Japan,JPN,Kanagawa,14,2993037,35.6762,139.6503
1477,fce970d4-1265-41da-9d3a-f6b83bb8392e,North America,United States,USA,Illinois,IL,66641,40.7128,-74.006
1478,7d8e7413-5888-43db-a24c-520786c08081,North America,United States,USA,Texas,TX,73469,40.7128,-74.006
1479,fadbac20-c7c9-4b76-83f5-a7e3849b7f53,Oceania,Australia,AUS,Queensland,QLD,4056,-33.8688,151.2093
1480,83854705-43e7-4540-bb47-ff23c4ad6848,North America,United States,USA,Illinois,IL,65625,40.7128,-74.006
1481,a39a6b3e-9210-4a7c-b738-7d777fb43dea,North America,United States,USA,North Carolina,NC,21315,40.7128,-74.006
1482,38583d2f-582e-45f5-a2e4-0c192e8de2c4,Asia,Japan,JPN,Tokyo,13,1780439,35.6762,139.6503
1483,f33da61a-6e62-40f3-9c7c-8afed5ce8af9,Asia,Japan,JPN,Osaka,27,5528111,34.6937,135.5023
1484,b07d1ef9-bf1d-4420-8c13-35f9da6cb74e,North America,United States,USA,Illinois,IL,62697,40.7128,-74.006
1485,a1391d47-2076-4cab-aab7-3e4bb5b0dfd5,Asia,Japan,JPN,Hokkaido,01,0054186,35.6762,139.6503
1486,ce540323-93e4-4676-a946-f21db3cf7225,North America,United States,USA,North Carolina,NC,24899,40.7128,-74.006
1487,5503ed93-cc62-4d7d-9936-7061b8694ef7,Asia,Japan,JPN,Aichi,23,4450009,35.6762,139.6503
1488,27e1d4d2-645c-4cec-910a-27b4aa1406fa,Asia,Japan,JPN,Osaka,27,5132741,34.6937,135.5023
1489,7b43a3c3-ae52-4d55-a3e5-e5801c3cee43,North America,United States,USA,New York,NY,14100,40.7128,-74.006
1490,43c4a4c8-824a-4de5-ad8e-f17de10b6899,Oceania,Australia,AUS,Tasmania,TAS,7509,-33.8688,151.2093
1491,2d8918c9-fb46-4cec-83a6-3b551bc92eb6,Asia,Japan,JPN,Kyoto,26,6308536,35.6762,139.6503
1492,09c47279-5a49-4ab5-8929-f9c50ad814d2,Oceania,Australia,AUS,Northern Territory,NT,0436,-33.8688,151.2093
1493,c38591a5-9dc1-4f46-8014-6aaa960eabc7,North America,United States,USA,Ohio,OH,45117,40.7128,-74.006
1494,4c3a35d5-95a4-4003-b16d-55eec3e3528e,Asia,Japan,JPN,Osaka,27,5421434,34.6937,135.5023
1495,70f9b802-3924-470e-b9ee-89e077dbeb24,Oceania,Australia,AUS,Queensland,QLD,4357,-33.8688,151.2093
1496,54ec7f99-869d-4017-a7c5-08a045b6d451,Asia,Japan,JPN,Fukuoka,40,8320732,35.6762,139.6503
1497,e37f93b0-6369-4067-bdf7-84c33ed82420,Asia,Japan,JPN,Saitama,11,3286786,35.6762,139.6503
1498,7914d65d-2c4c-4f6e-9895-e300692dd277,Asia,Japan,JPN,Osaka,27,5189771,34.6937,135.5023
1499,121d9987-fee4-44fb-84c7-c82bf6f5ea42,Asia,Japan,JPN,Aichi,23,4411839,35.6762,139.6503
1500,db2fc8ad-7ca3-4c28-b96f-ce6a6e07dd82,North America,United States,USA,Florida,FL,36494,40.7128,-74.006
1501,0e2d1ffb-9deb-422d-aff7-82f6dd114550,Asia,Japan,JPN,Hokkaido,01,0418876,35.6762,139.6503
1502,47d81d59-d665-4e4c-a4ba-71ded08c4310,Asia,Japan,JPN,Osaka,27,5446651,34.6937,135.5023
1503,b4b37a4b-ad7f-458e-bea7-d17f8c1a11a7,Asia,Japan,JPN,Fukuoka,40,8199642,35.6762,139.6503
1504,5e565f75-c8f6-4f58-abb8-fce594ef685f,North America,United States,USA,Florida,FL,37630,40.7128,-74.006
1505,789916ac-5643-4eab-a7a8-0724f2891153,North America,United States,USA,Washington,WA,98303,40.7128,-74.006
1506,fb664130-30db-4fff-a0ce-2f335df20b66,Oceania,Australia,AUS,Queensland,QLD,4832,-33.8688,151.2093
1507,085d708b-995e-42b2-9fbd-db734d9a5c84,Asia,Japan,JPN,Aichi,23,4010616,35.6762,139.6503
1508,8009b4cd-d354-4f2d-90eb-47dab8c30964,Oceania,Australia,AUS,Tasmania,TAS,7552,-33.8688,151.2093
1509,14d24dcf-6a5d-413c-8452-690189276dee,Asia,Japan,JPN,Chiba,12,2400324,35.6762,139.6503
1510,3c4bf52c-5bb1-455f-a501-d7337eab95bd,Asia,Japan,JPN,Saitama,11,3546054,35.6762,139.6503
1511,3655437f-70b2-4ca6-aac9-6c18312760d8,North America,United States,USA,Washington,WA,98715,40.7128,-74.006
1512,c68907ab-7e06-4d6f-95af-b42e3dbc2e38,Asia,Japan,JPN,Kanagawa,14,2515938,35.6762,139.6503
1513,9364944e-bd59-4620-8309-92b552d5c76a,Asia,Japan,JPN,Osaka,27,5876225,34.6937,135.5023
1514,bc0ff583-18a2-4ef2-a957-2f7cdd3ae41a,Asia,Japan,JPN,Fukuoka,40,8969179,35.6762,139.6503
1515,841491a3-70d1-4464-93ac-f1679c7aaa5c,Oceania,Australia,AUS,Northern Territory,NT,0029,-33.8688,151.2093
1516,1803ca22-882f-48cf-850a-cacc8e16e2e5,Oceania,Australia,AUS,Tasmania,TAS,7832,-33.8688,151.2093
1517,a54cae4e-ffc6-46b7-8018-a158b33dae05,Asia,Japan,JPN,Chiba,12,2363282,35.6762,139.6503
1518,5ee6bc8d-4082-4b65-a918-680279e03c24,Asia,Japan,JPN,Osaka,27,5466775,34.6937,135.5023
1519,e8399de5-dad0-47e9-83c0-562776554056,North America,United States,USA,Texas,TX,72703,40.7128,-74.006
1520,f9ade4ec-cbc3-4b14-96dd-efb8ce6e5fbb,North America,United States,USA,Florida,FL,38260,40.7128,-74.006
1521,3f1b1b3c-43a9-4c8d-a931-a534bd23e742,Asia,Japan,JPN,Aichi,23,4020900,35.6762,139.6503
1522,682909df-40f2-45e9-9b7c-2548d38c4cf6,Asia,Japan,JPN,Kanagawa,14,2480776,35.6762,139.6503
1523,0873b7e0-f3dd-486a-9d8f-2f8a95d1235f,Asia,Japan,JPN,Kyoto,26,6997056,35.6762,139.6503
1524,7df26b3a-599c-452f-851d-07f0f59efbd6,Asia,Japan,JPN,Tokyo,13,1264936,35.6762,139.6503
1525,8965244f-cae1-4e35-8903-723e14a7c93b,North America,United States,USA,Illinois,IL,66459,40.7128,-74.006
1526,51dc14d6-12d6-4fed-9428-e7f383b1560e,North America,United States,USA,Washington,WA,98184,40.7128,-74.006
1527,2740b764-a83d-44b0-a74b-94058d8f3490,Oceania,Australia,AUS,Western Australia,WA,6743,-33.8688,151.2093
1528,92081a96-8cda-4181-aa53-830f12ab2088,Asia,Japan,JPN,Kyoto,26,6085955,35.6762,139.6503
1529,3f6af9bd-a627-4367-9388-d1b10f3794b7,Asia,Japan,JPN,Fukuoka,40,8950274,35.6762,139.6503
1530,c422dfc8-63b0-4486-9231-b03d0009caa0,Oceania,Australia,AUS,Western Australia,WA,6884,-33.8688,151.2093
1531,079d19c9-f312-472a-8e02-035498feb25b,Asia,Japan,JPN,Saitama,11,3546604,35.6762,139.6503
1532,7043fa84-89ea-4268-9d6e-a832a550c6b8,Asia,Japan,JPN,Hokkaido,01,0315784,35.6762,139.6503
1533,3670b442-9824-4ffb-9eee-36b3ee681215,Asia,Japan,JPN,Saitama,11,3709962,35.6762,139.6503
1534,eb3f34cf-e1b8-41b5-842a-901606d471ea,Asia,Japan,JPN,Chiba,12,2364712,35.6762,139.6503
1535,7ae8f88d-93b2-431b-94ea-724ca24c4a12,Asia,Japan,JPN,Fukuoka,40,8613604,35.6762,139.6503
1536,db33c683-2a59-4fec-bb4d-df4ff4036c3f,Asia,Japan,JPN,Hokkaido,01,0643132,35.6762,139.6503
1537,58f6ac37-8577-4741-8ee5-02e62c5fecc8,Asia,Japan,JPN,Saitama,11,3058273,35.6762,139.6503
1538,20d178bf-ea3c-448b-834c-87b774657b70,Asia,Japan,JPN,Tokyo,13,1623047,35.6762,139.6503
1539,c7a1ff2d-f9c6-44b4-a556-198ad5c60efd,Asia,Japan,JPN,Kanagawa,14,2185277,35.6762,139.6503
1540,f156a43e-bc23-4b1d-b381-31980f400d4e,Asia,Japan,JPN,Aichi,23,4105221,35.6762,139.6503
1541,7aa61238-da3e-4b2b-a40d-e95debb6a082,Oceania,Australia,AUS,Australian Capital Territory,ACT,2468,-33.8688,151.2093
1542,aea4233e-74be-46c6-8716-167fc8679f74,Asia,Japan,JPN,Kanagawa,14,2795492,35.6762,139.6503
1543,9274408d-a56a-46a5-809b-add0ef32fb13,North America,United States,USA,New York,NY,18203,40.7128,-74.006
1544,133edac9-c598-493c-bc74-0ce6485b1bfe,North America,United States,USA,Colorado,CO,88655,40.7128,-74.006
1545,add00836-cfd9-4abc-afc9-ed6fb5e118fa,Asia,Japan,JPN,Fukuoka,40,8040528,35.6762,139.6503
1546,580a4929-9cd0-418a-a99b-b03a06b3776e,Oceania,Australia,AUS,New South Wales,NSW,2789,-33.8688,151.2093
1547,f59500f5-5fa4-4d95-b4d0-b86ad499b6e2,North America,United States,USA,Pennsylvania,PA,19223,40.7128,-74.006
1548,b069a9df-e242-43e8-970b-67f375114c6a,Asia,Japan,JPN,Saitama,11,3208718,35.6762,139.6503
1549,0e5f3502-7ba1-4e5c-b3d0-b53054424e3e,Asia,Japan,JPN,Hokkaido,01,0078528,35.6762,139.6503
1550,11e13514-a90f-48b9-a521-059de3adba82,North America,United States,USA,Florida,FL,37035,40.7128,-74.006
1551,df606beb-a97c-426f-981d-854fa8ba0da7,North America,United States,USA,Massachusetts,MA,02703,40.7128,-74.006
1552,5ecbe5eb-6c07-47c5-b761-27ab66503c32,Asia,Japan,JPN,Chiba,12,2450154,35.6762,139.6503
1553,0f1cbf6f-3279-4c6a-8a32-7e44cb85975e,Oceania,Australia,AUS,Northern Territory,NT,0609,-33.8688,151.2093
1554,66d73d1e-80b2-44a8-a6af-f4576a3a8c26,North America,United States,USA,Illinois,IL,65224,40.7128,-74.006
1555,6e90edab-765c-460f-b047-ca68a6a20dde,Asia,Japan,JPN,Saitama,11,3330837,35.6762,139.6503
1556,718d9d7b-52b8-4014-9029-95e502b9e1ea,Asia,Japan,JPN,Hokkaido,01,0934976,35.6762,139.6503
1557,d27e3eb0-774f-4d75-8e5b-e6bf7f0f876e,North America,United States,USA,Florida,FL,37838,40.7128,-74.006
1558,75c59905-6d74-47ca-a3bd-5c5d481c2486,Oceania,Australia,AUS,New South Wales,NSW,2279,-33.8688,151.2093
1559,ae45b5be-e852-4f65-a241-427ae56bfc7b,Asia,Japan,JPN,Tokyo,13,1328729,35.6762,139.6503
1560,666c66f7-0823-4df9-ac9b-5f1576b52638,North America,United States,USA,North Carolina,NC,27903,40.7128,-74.006
1561,f4a2a97a-8b50-4415-afb7-c7eef2a16df9,Oceania,Australia,AUS,Western Australia,WA,6520,-33.8688,151.2093
1562,6fc7e73c-d5c9-4e93-a870-e0e99bdc94ad,Oceania,Australia,AUS,Queensland,QLD,4170,-33.8688,151.2093
1563,85abb18b-d77a-48d3-83ce-3415b0053fd4,Asia,Japan,JPN,Tokyo,13,1649924,35.6762,139.6503
1564,5b6c29e3-cd9b-4399-bff6-9f039f7cbe2e,North America,United States,USA,Georgia,GA,37437,40.7128,-74.006
1565,d43af69e-e378-4407-8be4-55ab67d4f9f3,North America,United States,USA,Washington,WA,98134,40.7128,-74.006
1566,3c6a839a-0a33-44f3-aee1-3fe09839ada0,North America,United States,USA,North Carolina,NC,21345,40.7128,-74.006
1567,acf6a1dc-b006-40d2-9bd8-ce1dd7c44c5f,North America,United States,USA,Washington,WA,98882,40.7128,-74.006
1568,598a3099-8139-4ac5-a841-3fd437e7d2fb,Asia,Japan,JPN,Tokyo,13,1322578,35.6762,139.6503
1569,d57feeda-3f54-4d42-aa9a-d3aed7473b0c,Asia,Japan,JPN,Fukuoka,40,8668437,35.6762,139.6503
1570,fc94041a-d17f-41f5-bb94-a51caf4f83e6,North America,United States,USA,Georgia,GA,33934,40.7128,-74.006
1571,8775b834-e039-437f-b817-aaf3cf3b2d61,North America,United States,USA,Texas,TX,73952,40.7128,-74.006
1572,eeb22f3f-78c9-4d52-88c3-2e47e0a19a8e,Asia,Japan,JPN,Aichi,23,4583942,35.6762,139.6503
1573,46b65ea7-26c6-40d6-94cf-0a91acb2ed0a,North America,United States,USA,Ohio,OH,48166,40.7128,-74.006
1574,08192b2c-c6d9-40ee-814d-f7934a2a3546,North America,United States,USA,New York,NY,10127,40.7128,-74.006
1575,cf37e89a-1fb5-4eb3-95ac-f5c3ed2a83f4,North America,United States,USA,Texas,TX,73769,40.7128,-74.006
1576,f143cf1d-ef82-43d8-9438-ffe223f36665,North America,United States,USA,Texas,TX,73427,40.7128,-74.006
1577,6f4a8142-d2dc-48dc-bc59-6c9aca63e310,North America,United States,USA,Georgia,GA,32482,40.7128,-74.006
1578,6ca3759e-814b-4f01-9a7e-f5afa1d64438,North America,United States,USA,Texas,TX,79878,40.7128,-74.006
1579,13b25acd-ba12-409e-a632-718b1ddb07db,North America,United States,USA,California,CA,98043,37.7749,-122.4194
1580,e8e0239a-c80a-4c87-87ed-51af03348561,North America,United States,USA,Texas,TX,71287,40.7128,-74.006
1581,90bd0d97-f32e-4651-9655-d29e6b0936f9,North America,United States,USA,Pennsylvania,PA,16957,40.7128,-74.006
1582,2fb493e2-936a-4a5b-970b-8a7ff1b50914,North America,United States,USA,Florida,FL,31416,40.7128,-74.006
1583,ca593397-c37f-471c-9b19-c4bc8cfa3316,Oceania,Australia,AUS,New South Wales,NSW,2171,-33.8688,151.2093
1584,6681992a-b1b0-4754-8fc0-ef68a452fe4e,Asia,Japan,JPN,Chiba,12,2622414,35.6762,139.6503
1585,b909ec92-debf-4ac7-868c-ab9153ecc868,Asia,Japan,JPN,Hyogo,28,6489269,35.6762,139.6503
